#YY,MM,DD,hh,mm,ss,T,HEIGHT
2011,3,12,18,33,0,2,4977.973
2011,3,12,18,32,0,2,4977.973
2011,3,12,18,31,0,2,4977.97
2011,3,12,18,30,0,2,4977.972
2011,3,12,18,30,0,1,9999
2011,3,12,18,29,0,2,4977.973
2011,3,12,18,28,0,2,4977.969
2011,3,12,18,27,0,2,4977.969
2011,3,12,18,26,0,2,4977.967
2011,3,12,18,25,0,2,4977.967
2011,3,12,18,24,0,2,4977.966
2011,3,12,18,23,0,2,4977.969
2011,3,12,18,22,0,2,4977.965
2011,3,12,18,21,0,2,4977.956
2011,3,12,18,20,0,2,4977.954
2011,3,12,18,19,0,2,4977.943
2011,3,12,18,18,0,2,4977.933
2011,3,12,18,17,0,2,4977.925
2011,3,12,18,16,0,2,4977.918
2011,3,12,18,15,0,2,4977.915
2011,3,12,18,15,0,1,9999
2011,3,12,18,14,0,2,4977.914
2011,3,12,18,13,0,2,4977.913
2011,3,12,18,12,0,2,4977.912
2011,3,12,18,11,0,2,4977.912
2011,3,12,18,10,0,2,4977.911
2011,3,12,18,9,0,2,4977.917
2011,3,12,18,8,0,2,4977.914
2011,3,12,18,7,0,2,4977.918
2011,3,12,18,6,0,2,4977.918
2011,3,12,18,5,0,2,4977.911
2011,3,12,18,4,0,2,4977.912
2011,3,12,18,3,0,2,4977.911
2011,3,12,18,2,0,2,4977.904
2011,3,12,18,1,0,2,4977.898
2011,3,12,18,0,0,2,4977.9
2011,3,12,18,0,0,1,9999
2011,3,12,17,59,0,2,4977.893
2011,3,12,17,58,0,2,4977.89
2011,3,12,17,57,0,2,4977.888
2011,3,12,17,56,0,2,4977.886
2011,3,12,17,55,0,2,4977.892
2011,3,12,17,54,0,2,4977.895
2011,3,12,17,53,0,2,4977.893
2011,3,12,17,52,0,2,4977.88
2011,3,12,17,51,0,2,4977.87
2011,3,12,17,50,0,2,4977.876
2011,3,12,17,49,0,2,4977.881
2011,3,12,17,48,0,2,4977.887
2011,3,12,17,47,0,2,4977.89
2011,3,12,17,46,0,2,4977.89
2011,3,12,17,45,0,2,4977.89
2011,3,12,17,45,0,1,9999
2011,3,12,17,44,0,2,4977.893
2011,3,12,17,43,0,2,4977.896
2011,3,12,17,42,0,2,4977.891
2011,3,12,17,41,0,2,4977.891
2011,3,12,17,40,0,2,4977.892
2011,3,12,17,39,0,2,4977.89
2011,3,12,17,38,0,2,4977.891
2011,3,12,17,37,0,2,4977.888
2011,3,12,17,36,0,2,4977.878
2011,3,12,17,35,0,2,4977.881
2011,3,12,17,34,0,2,4977.883
2011,3,12,17,33,0,2,4977.88
2011,3,12,17,32,0,2,4977.879
2011,3,12,17,31,0,2,4977.876
2011,3,12,17,30,0,2,4977.875
2011,3,12,17,30,0,1,9999
2011,3,12,17,29,0,2,4977.88
2011,3,12,17,28,0,2,4977.88
2011,3,12,17,27,0,2,4977.865
2011,3,12,17,26,0,2,4977.849
2011,3,12,17,25,0,2,4977.851
2011,3,12,17,24,0,2,4977.855
2011,3,12,17,23,0,2,4977.851
2011,3,12,17,22,0,2,4977.858
2011,3,12,17,21,0,2,4977.86
2011,3,12,17,20,0,2,4977.854
2011,3,12,17,19,0,2,4977.85
2011,3,12,17,18,0,2,4977.853
2011,3,12,17,17,0,2,4977.852
2011,3,12,17,16,0,2,4977.852
2011,3,12,17,15,0,2,4977.861
2011,3,12,17,15,0,1,9999
2011,3,12,17,14,0,2,4977.865
2011,3,12,17,13,0,2,4977.86
2011,3,12,17,12,0,2,4977.856
2011,3,12,17,11,0,2,4977.846
2011,3,12,17,10,0,2,4977.834
2011,3,12,17,9,0,2,4977.83
2011,3,12,17,8,0,2,4977.834
2011,3,12,17,7,0,2,4977.831
2011,3,12,17,6,0,2,4977.831
2011,3,12,17,5,0,2,4977.831
2011,3,12,17,4,0,2,4977.828
2011,3,12,17,3,0,2,4977.822
2011,3,12,17,2,0,2,4977.819
2011,3,12,17,1,0,2,4977.819
2011,3,12,17,0,0,2,4977.813
2011,3,12,17,0,0,1,9999
2011,3,12,16,59,0,2,4977.809
2011,3,12,16,58,0,2,4977.811
2011,3,12,16,57,0,2,4977.817
2011,3,12,16,56,0,2,4977.823
2011,3,12,16,55,0,2,4977.828
2011,3,12,16,54,0,2,4977.832
2011,3,12,16,53,0,2,4977.837
2011,3,12,16,52,0,2,4977.836
2011,3,12,16,51,0,2,4977.838
2011,3,12,16,50,0,2,4977.844
2011,3,12,16,49,0,2,4977.844
2011,3,12,16,48,0,2,4977.846
2011,3,12,16,47,0,2,4977.852
2011,3,12,16,46,0,2,4977.849
2011,3,12,16,45,0,2,4977.845
2011,3,12,16,45,0,1,9999
2011,3,12,16,44,0,2,4977.848
2011,3,12,16,43,0,2,4977.847
2011,3,12,16,42,0,2,4977.843
2011,3,12,16,41,0,2,4977.842
2011,3,12,16,40,0,2,4977.834
2011,3,12,16,39,0,2,4977.834
2011,3,12,16,38,0,2,4977.831
2011,3,12,16,37,0,2,4977.831
2011,3,12,16,36,0,2,4977.83
2011,3,12,16,35,0,2,4977.826
2011,3,12,16,34,0,2,4977.811
2011,3,12,16,33,0,2,4977.809
2011,3,12,16,32,0,2,4977.816
2011,3,12,16,31,0,2,4977.817
2011,3,12,16,30,0,2,4977.827
2011,3,12,16,30,0,1,9999
2011,3,12,16,29,0,2,4977.833
2011,3,12,16,28,0,2,4977.828
2011,3,12,16,27,0,2,4977.826
2011,3,12,16,26,0,2,4977.827
2011,3,12,16,25,0,2,4977.829
2011,3,12,16,24,0,2,4977.83
2011,3,12,16,23,0,2,4977.826
2011,3,12,16,22,0,2,4977.83
2011,3,12,16,21,0,2,4977.834
2011,3,12,16,20,0,2,4977.828
2011,3,12,16,19,0,2,4977.821
2011,3,12,16,18,0,2,4977.824
2011,3,12,16,17,0,2,4977.816
2011,3,12,16,16,0,2,4977.812
2011,3,12,16,15,0,2,4977.811
2011,3,12,16,15,0,1,9999
2011,3,12,16,14,0,2,4977.811
2011,3,12,16,13,0,2,4977.81
2011,3,12,16,12,0,2,4977.814
2011,3,12,16,11,0,2,4977.824
2011,3,12,16,10,0,2,4977.83
2011,3,12,16,9,0,2,4977.829
2011,3,12,16,8,0,2,4977.825
2011,3,12,16,7,0,2,4977.824
2011,3,12,16,6,0,2,4977.826
2011,3,12,16,5,0,2,4977.829
2011,3,12,16,4,0,2,4977.832
2011,3,12,16,3,0,2,4977.826
2011,3,12,16,2,0,2,4977.824
2011,3,12,16,1,0,2,4977.82
2011,3,12,16,0,0,2,4977.815
2011,3,12,16,0,0,1,9999
2011,3,12,15,59,0,2,4977.814
2011,3,12,15,58,0,2,4977.811
2011,3,12,15,57,0,2,4977.805
2011,3,12,15,56,0,2,4977.807
2011,3,12,15,55,0,2,4977.807
2011,3,12,15,54,0,2,4977.809
2011,3,12,15,53,0,2,4977.81
2011,3,12,15,52,0,2,4977.813
2011,3,12,15,51,0,2,4977.817
2011,3,12,15,50,0,2,4977.817
2011,3,12,15,49,0,2,4977.821
2011,3,12,15,48,0,2,4977.82
2011,3,12,15,47,0,2,4977.816
2011,3,12,15,46,0,2,4977.82
2011,3,12,15,45,0,2,4977.82
2011,3,12,15,45,0,1,9999
2011,3,12,15,44,0,2,4977.819
2011,3,12,15,43,0,2,4977.824
2011,3,12,15,42,0,2,4977.827
2011,3,12,15,41,0,2,4977.827
2011,3,12,15,40,0,2,4977.829
2011,3,12,15,39,0,2,4977.831
2011,3,12,15,38,0,2,4977.837
2011,3,12,15,37,0,2,4977.829
2011,3,12,15,36,0,2,4977.829
2011,3,12,15,35,0,2,4977.838
2011,3,12,15,34,0,2,4977.838
2011,3,12,15,33,0,2,4977.839
2011,3,12,15,32,0,2,4977.842
2011,3,12,15,31,0,2,4977.839
2011,3,12,15,30,0,2,4977.838
2011,3,12,15,30,0,1,9999
2011,3,12,15,29,0,2,4977.84
2011,3,12,15,28,0,2,4977.837
2011,3,12,15,27,0,2,4977.839
2011,3,12,15,26,0,2,4977.841
2011,3,12,15,25,0,2,4977.84
2011,3,12,15,24,0,2,4977.844
2011,3,12,15,23,0,2,4977.846
2011,3,12,15,22,0,2,4977.84
2011,3,12,15,21,0,2,4977.842
2011,3,12,15,20,0,2,4977.843
2011,3,12,15,19,0,2,4977.848
2011,3,12,15,18,0,2,4977.851
2011,3,12,15,17,0,2,4977.85
2011,3,12,15,16,0,2,4977.848
2011,3,12,15,15,0,2,4977.848
2011,3,12,15,15,0,1,9999
2011,3,12,15,14,0,2,4977.853
2011,3,12,15,13,0,2,4977.856
2011,3,12,15,12,0,2,4977.852
2011,3,12,15,11,0,2,4977.841
2011,3,12,15,10,0,2,4977.842
2011,3,12,15,9,0,2,4977.844
2011,3,12,15,8,0,2,4977.842
2011,3,12,15,7,0,2,4977.841
2011,3,12,15,6,0,2,4977.843
2011,3,12,15,5,0,2,4977.844
2011,3,12,15,4,0,2,4977.848
2011,3,12,15,3,0,2,4977.848
2011,3,12,15,2,0,2,4977.845
2011,3,12,15,1,0,2,4977.848
2011,3,12,15,0,0,2,4977.854
2011,3,12,15,0,0,1,9999
2011,3,12,14,59,0,2,4977.859
2011,3,12,14,58,0,2,4977.868
2011,3,12,14,57,0,2,4977.868
2011,3,12,14,56,0,2,4977.862
2011,3,12,14,55,0,2,4977.864
2011,3,12,14,54,0,2,4977.865
2011,3,12,14,53,0,2,4977.87
2011,3,12,14,52,0,2,4977.88
2011,3,12,14,51,0,2,4977.883
2011,3,12,14,50,0,2,4977.884
2011,3,12,14,49,0,2,4977.884
2011,3,12,14,48,0,2,4977.879
2011,3,12,14,47,0,2,4977.883
2011,3,12,14,46,0,2,4977.885
2011,3,12,14,45,0,2,4977.875
2011,3,12,14,45,0,1,9999
2011,3,12,14,44,0,2,4977.877
2011,3,12,14,43,0,2,4977.887
2011,3,12,14,42,0,2,4977.883
2011,3,12,14,41,0,2,4977.885
2011,3,12,14,40,0,2,4977.884
2011,3,12,14,39,0,2,4977.876
2011,3,12,14,38,0,2,4977.875
2011,3,12,14,37,0,2,4977.875
2011,3,12,14,36,0,2,4977.874
2011,3,12,14,35,0,2,4977.883
2011,3,12,14,34,0,2,4977.886
2011,3,12,14,33,0,2,4977.887
2011,3,12,14,32,0,2,4977.893
2011,3,12,14,31,0,2,4977.892
2011,3,12,14,30,0,2,4977.885
2011,3,12,14,30,0,1,9999
2011,3,12,14,29,0,2,4977.884
2011,3,12,14,28,0,2,4977.887
2011,3,12,14,27,0,2,4977.883
2011,3,12,14,26,0,2,4977.887
2011,3,12,14,25,0,2,4977.898
2011,3,12,14,24,0,2,4977.9
2011,3,12,14,23,0,2,4977.903
2011,3,12,14,22,0,2,4977.912
2011,3,12,14,21,0,2,4977.923
2011,3,12,14,20,0,2,4977.936
2011,3,12,14,19,0,2,4977.942
2011,3,12,14,18,0,2,4977.95
2011,3,12,14,17,0,2,4977.951
2011,3,12,14,16,0,2,4977.949
2011,3,12,14,15,0,2,4977.941
2011,3,12,14,15,0,1,9999
2011,3,12,14,14,0,2,4977.932
2011,3,12,14,13,0,2,4977.93
2011,3,12,14,12,0,2,4977.936
2011,3,12,14,11,0,2,4977.935
2011,3,12,14,10,0,2,4977.935
2011,3,12,14,9,0,2,4977.941
2011,3,12,14,8,0,2,4977.945
2011,3,12,14,7,0,2,4977.943
2011,3,12,14,6,0,2,4977.943
2011,3,12,14,5,0,2,4977.934
2011,3,12,14,4,0,2,4977.93
2011,3,12,14,3,0,2,4977.932
2011,3,12,14,2,0,2,4977.935
2011,3,12,14,1,0,2,4977.943
2011,3,12,14,0,0,2,4977.948
2011,3,12,14,0,0,1,9999
2011,3,12,13,59,0,2,4977.951
2011,3,12,13,58,0,2,4977.954
2011,3,12,13,57,0,2,4977.951
2011,3,12,13,56,0,2,4977.962
2011,3,12,13,55,0,2,4977.968
2011,3,12,13,54,0,2,4977.972
2011,3,12,13,53,0,2,4977.978
2011,3,12,13,52,0,2,4977.986
2011,3,12,13,51,0,2,4977.99
2011,3,12,13,50,0,2,4977.995
2011,3,12,13,49,0,2,4977.999
2011,3,12,13,48,0,2,4977.996
2011,3,12,13,47,0,2,4977.982
2011,3,12,13,46,0,2,4977.99
2011,3,12,13,45,0,2,4977.995
2011,3,12,13,45,0,1,9999
2011,3,12,13,44,0,2,4977.982
2011,3,12,13,43,0,2,4977.974
2011,3,12,13,42,0,2,4977.965
2011,3,12,13,41,0,2,4977.968
2011,3,12,13,40,0,2,4977.977
2011,3,12,13,39,0,2,4977.969
2011,3,12,13,38,0,2,4977.971
2011,3,12,13,37,0,2,4977.981
2011,3,12,13,36,0,2,4977.984
2011,3,12,13,35,0,2,4977.987
2011,3,12,13,34,0,2,4977.991
2011,3,12,13,33,0,2,4977.996
2011,3,12,13,32,0,2,4978.005
2011,3,12,13,31,0,2,4978.007
2011,3,12,13,30,0,2,4978.005
2011,3,12,13,30,0,1,9999
2011,3,12,13,29,0,2,4978.007
2011,3,12,13,28,0,2,4978.011
2011,3,12,13,27,0,2,4978.008
2011,3,12,13,26,0,2,4978.009
2011,3,12,13,25,0,2,4978.017
2011,3,12,13,24,0,2,4978.019
2011,3,12,13,23,0,2,4978.016
2011,3,12,13,22,0,2,4978.02
2011,3,12,13,21,0,2,4978.019
2011,3,12,13,20,0,2,4978.018
2011,3,12,13,19,0,2,4978.025
2011,3,12,13,18,0,2,4978.025
2011,3,12,13,17,0,2,4978.022
2011,3,12,13,16,0,2,4978.025
2011,3,12,13,15,0,2,4978.027
2011,3,12,13,15,0,1,9999
2011,3,12,13,14,0,2,4978.016
2011,3,12,13,13,0,2,4978.012
2011,3,12,13,12,0,2,4978.007
2011,3,12,13,11,0,2,4978.003
2011,3,12,13,10,0,2,4978.009
2011,3,12,13,9,0,2,4978.022
2011,3,12,13,8,0,2,4978.03
2011,3,12,13,7,0,2,4978.032
2011,3,12,13,6,0,2,4978.045
2011,3,12,13,5,0,2,4978.051
2011,3,12,13,4,0,2,4978.047
2011,3,12,13,3,0,2,4978.044
2011,3,12,13,2,0,2,4978.054
2011,3,12,13,1,0,2,4978.055
2011,3,12,13,0,0,2,4978.055
2011,3,12,13,0,0,1,9999
2011,3,12,12,59,0,2,4978.053
2011,3,12,12,58,0,2,4978.047
2011,3,12,12,57,0,2,4978.056
2011,3,12,12,56,0,2,4978.06
2011,3,12,12,55,0,2,4978.06
2011,3,12,12,54,0,2,4978.067
2011,3,12,12,53,0,2,4978.073
2011,3,12,12,52,0,2,4978.075
2011,3,12,12,51,0,2,4978.083
2011,3,12,12,50,0,2,4978.082
2011,3,12,12,49,0,2,4978.078
2011,3,12,12,48,0,2,4978.076
2011,3,12,12,47,0,2,4978.078
2011,3,12,12,46,0,2,4978.068
2011,3,12,12,45,0,2,4978.058
2011,3,12,12,45,0,1,9999
2011,3,12,12,44,0,2,4978.063
2011,3,12,12,43,0,2,4978.073
2011,3,12,12,42,0,2,4978.076
2011,3,12,12,41,0,2,4978.076
2011,3,12,12,40,0,2,4978.077
2011,3,12,12,39,0,2,4978.081
2011,3,12,12,38,0,2,4978.091
2011,3,12,12,37,0,2,4978.098
2011,3,12,12,36,0,2,4978.103
2011,3,12,12,35,0,2,4978.111
2011,3,12,12,34,0,2,4978.108
2011,3,12,12,33,0,2,4978.11
2011,3,12,12,32,0,2,4978.111
2011,3,12,12,31,0,2,4978.105
2011,3,12,12,30,0,2,4978.109
2011,3,12,12,30,0,1,9999
2011,3,12,12,29,0,2,4978.111
2011,3,12,12,28,0,2,4978.098
2011,3,12,12,27,0,2,4978.103
2011,3,12,12,26,0,2,4978.106
2011,3,12,12,25,0,2,4978.101
2011,3,12,12,24,0,2,4978.105
2011,3,12,12,23,0,2,4978.119
2011,3,12,12,22,0,2,4978.121
2011,3,12,12,21,0,2,4978.12
2011,3,12,12,20,0,2,4978.125
2011,3,12,12,19,0,2,4978.126
2011,3,12,12,18,0,2,4978.135
2011,3,12,12,17,0,2,4978.144
2011,3,12,12,16,0,2,4978.147
2011,3,12,12,15,0,2,4978.149
2011,3,12,12,15,0,1,9999
2011,3,12,12,14,0,2,4978.158
2011,3,12,12,13,0,2,4978.169
2011,3,12,12,12,0,2,4978.172
2011,3,12,12,11,0,2,4978.165
2011,3,12,12,10,0,2,4978.165
2011,3,12,12,9,0,2,4978.155
2011,3,12,12,8,0,2,4978.151
2011,3,12,12,7,0,2,4978.15
2011,3,12,12,6,0,2,4978.144
2011,3,12,12,5,0,2,4978.145
2011,3,12,12,4,0,2,4978.147
2011,3,12,12,3,0,2,4978.148
2011,3,12,12,2,0,2,4978.155
2011,3,12,12,1,0,2,4978.165
2011,3,12,12,0,0,2,4978.164
2011,3,12,12,0,0,1,9999
2011,3,12,11,59,0,2,4978.173
2011,3,12,11,58,0,2,4978.167
2011,3,12,11,57,0,2,4978.16
2011,3,12,11,56,0,2,4978.16
2011,3,12,11,55,0,2,4978.163
2011,3,12,11,54,0,2,4978.163
2011,3,12,11,53,0,2,4978.166
2011,3,12,11,52,0,2,4978.173
2011,3,12,11,51,0,2,4978.179
2011,3,12,11,50,0,2,4978.18
2011,3,12,11,49,0,2,4978.181
2011,3,12,11,48,0,2,4978.183
2011,3,12,11,47,0,2,4978.187
2011,3,12,11,46,0,2,4978.196
2011,3,12,11,45,0,2,4978.195
2011,3,12,11,45,0,1,9999
2011,3,12,11,44,0,2,4978.195
2011,3,12,11,43,0,2,4978.189
2011,3,12,11,42,0,2,4978.186
2011,3,12,11,41,0,2,4978.186
2011,3,12,11,40,0,2,4978.181
2011,3,12,11,39,0,2,4978.177
2011,3,12,11,38,0,2,4978.178
2011,3,12,11,37,0,2,4978.184
2011,3,12,11,36,0,2,4978.183
2011,3,12,11,35,0,2,4978.181
2011,3,12,11,34,0,2,4978.189
2011,3,12,11,33,0,2,4978.187
2011,3,12,11,32,0,2,4978.181
2011,3,12,11,31,0,2,4978.188
2011,3,12,11,30,0,2,4978.2
2011,3,12,11,30,0,1,9999
2011,3,12,11,29,0,2,4978.195
2011,3,12,11,28,0,2,4978.201
2011,3,12,11,27,0,2,4978.207
2011,3,12,11,26,0,2,4978.203
2011,3,12,11,25,0,2,4978.207
2011,3,12,11,24,0,2,4978.214
2011,3,12,11,23,0,2,4978.207
2011,3,12,11,22,0,2,4978.208
2011,3,12,11,21,0,2,4978.209
2011,3,12,11,20,0,2,4978.211
2011,3,12,11,19,0,2,4978.213
2011,3,12,11,18,0,2,4978.207
2011,3,12,11,17,0,2,4978.203
2011,3,12,11,16,0,2,4978.203
2011,3,12,11,15,0,2,4978.2
2011,3,12,11,15,0,1,9999
2011,3,12,11,14,0,2,4978.202
2011,3,12,11,13,0,2,4978.209
2011,3,12,11,12,0,2,4978.213
2011,3,12,11,11,0,2,4978.219
2011,3,12,11,10,0,2,4978.216
2011,3,12,11,9,0,2,4978.208
2011,3,12,11,8,0,2,4978.214
2011,3,12,11,7,0,2,4978.211
2011,3,12,11,6,0,2,4978.209
2011,3,12,11,5,0,2,4978.217
2011,3,12,11,4,0,2,4978.216
2011,3,12,11,3,0,2,4978.216
2011,3,12,11,2,0,2,4978.219
2011,3,12,11,1,0,2,4978.221
2011,3,12,11,0,0,2,4978.228
2011,3,12,11,0,0,1,9999
2011,3,12,10,59,0,2,4978.239
2011,3,12,10,58,0,2,4978.237
2011,3,12,10,57,0,2,4978.229
2011,3,12,10,56,0,2,4978.225
2011,3,12,10,55,0,2,4978.232
2011,3,12,10,54,0,2,4978.232
2011,3,12,10,53,0,2,4978.227
2011,3,12,10,52,0,2,4978.222
2011,3,12,10,51,0,2,4978.218
2011,3,12,10,50,0,2,4978.219
2011,3,12,10,49,0,2,4978.218
2011,3,12,10,48,0,2,4978.215
2011,3,12,10,47,0,2,4978.218
2011,3,12,10,46,0,2,4978.218
2011,3,12,10,45,0,2,4978.217
2011,3,12,10,45,0,1,9999
2011,3,12,10,44,0,2,4978.229
2011,3,12,10,43,0,2,4978.233
2011,3,12,10,42,0,2,4978.241
2011,3,12,10,41,0,2,4978.246
2011,3,12,10,40,0,2,4978.246
2011,3,12,10,39,0,2,4978.253
2011,3,12,10,38,0,2,4978.259
2011,3,12,10,37,0,2,4978.246
2011,3,12,10,36,0,2,4978.242
2011,3,12,10,35,0,2,4978.252
2011,3,12,10,34,0,2,4978.258
2011,3,12,10,33,0,2,4978.251
2011,3,12,10,32,0,2,4978.253
2011,3,12,10,31,0,2,4978.258
2011,3,12,10,30,0,2,4978.259
2011,3,12,10,30,0,1,9999
2011,3,12,10,29,0,2,4978.26
2011,3,12,10,28,0,2,4978.264
2011,3,12,10,27,0,2,4978.26
2011,3,12,10,26,0,2,4978.261
2011,3,12,10,25,0,2,4978.264
2011,3,12,10,24,0,2,4978.26
2011,3,12,10,23,0,2,4978.256
2011,3,12,10,22,0,2,4978.253
2011,3,12,10,21,0,2,4978.243
2011,3,12,10,20,0,2,4978.245
2011,3,12,10,19,0,2,4978.242
2011,3,12,10,18,0,2,4978.237
2011,3,12,10,17,0,2,4978.248
2011,3,12,10,16,0,2,4978.251
2011,3,12,10,15,0,2,4978.243
2011,3,12,10,15,0,1,9999
2011,3,12,10,14,0,2,4978.241
2011,3,12,10,13,0,2,4978.242
2011,3,12,10,12,0,2,4978.231
2011,3,12,10,11,0,2,4978.22
2011,3,12,10,10,0,2,4978.225
2011,3,12,10,9,0,2,4978.226
2011,3,12,10,8,0,2,4978.219
2011,3,12,10,7,0,2,4978.23
2011,3,12,10,6,0,2,4978.233
2011,3,12,10,5,0,2,4978.236
2011,3,12,10,4,0,2,4978.248
2011,3,12,10,3,0,2,4978.247
2011,3,12,10,2,0,2,4978.236
2011,3,12,10,1,0,2,4978.23
2011,3,12,10,0,0,2,4978.219
2011,3,12,10,0,0,1,9999
2011,3,12,9,59,0,2,4978.22
2011,3,12,9,58,0,2,4978.231
2011,3,12,9,57,0,2,4978.234
2011,3,12,9,56,0,2,4978.237
2011,3,12,9,55,0,2,4978.232
2011,3,12,9,54,0,2,4978.226
2011,3,12,9,53,0,2,4978.221
2011,3,12,9,52,0,2,4978.22
2011,3,12,9,51,0,2,4978.222
2011,3,12,9,50,0,2,4978.223
2011,3,12,9,49,0,2,4978.226
2011,3,12,9,48,0,2,4978.222
2011,3,12,9,47,0,2,4978.225
2011,3,12,9,46,0,2,4978.229
2011,3,12,9,45,0,2,4978.227
2011,3,12,9,45,0,1,9999
2011,3,12,9,44,0,2,4978.221
2011,3,12,9,43,0,2,4978.213
2011,3,12,9,42,0,2,4978.207
2011,3,12,9,41,0,2,4978.215
2011,3,12,9,40,0,2,4978.211
2011,3,12,9,39,0,2,4978.209
2011,3,12,9,38,0,2,4978.208
2011,3,12,9,37,0,2,4978.209
2011,3,12,9,36,0,2,4978.212
2011,3,12,9,35,0,2,4978.207
2011,3,12,9,34,0,2,4978.21
2011,3,12,9,33,0,2,4978.22
2011,3,12,9,32,0,2,4978.215
2011,3,12,9,31,0,2,4978.217
2011,3,12,9,30,0,2,4978.214
2011,3,12,9,30,0,1,9999
2011,3,12,9,29,0,2,4978.224
2011,3,12,9,28,0,2,4978.23
2011,3,12,9,27,0,2,4978.224
2011,3,12,9,26,0,2,4978.213
2011,3,12,9,25,0,2,4978.21
2011,3,12,9,24,0,2,4978.214
2011,3,12,9,23,0,2,4978.217
2011,3,12,9,22,0,2,4978.211
2011,3,12,9,21,0,2,4978.216
2011,3,12,9,20,0,2,4978.222
2011,3,12,9,19,0,2,4978.22
2011,3,12,9,18,0,2,4978.218
2011,3,12,9,17,0,2,4978.208
2011,3,12,9,16,0,2,4978.214
2011,3,12,9,15,0,2,4978.22
2011,3,12,9,15,0,1,9999
2011,3,12,9,14,0,2,4978.213
2011,3,12,9,13,0,2,4978.213
2011,3,12,9,12,0,2,4978.206
2011,3,12,9,11,0,2,4978.202
2011,3,12,9,10,0,2,4978.203
2011,3,12,9,9,0,2,4978.2
2011,3,12,9,8,0,2,4978.197
2011,3,12,9,7,0,2,4978.207
2011,3,12,9,6,0,2,4978.202
2011,3,12,9,5,0,2,4978.198
2011,3,12,9,4,0,2,4978.197
2011,3,12,9,3,0,2,4978.19
2011,3,12,9,2,0,2,4978.187
2011,3,12,9,1,0,2,4978.187
2011,3,12,9,0,0,2,4978.189
2011,3,12,9,0,0,1,9999
2011,3,12,8,59,0,2,4978.187
2011,3,12,8,58,0,2,4978.185
2011,3,12,8,57,0,2,4978.195
2011,3,12,8,56,0,2,4978.19
2011,3,12,8,55,0,2,4978.181
2011,3,12,8,54,0,2,4978.181
2011,3,12,8,53,0,2,4978.184
2011,3,12,8,52,0,2,4978.175
2011,3,12,8,51,0,2,4978.176
2011,3,12,8,50,0,2,4978.181
2011,3,12,8,49,0,2,4978.18
2011,3,12,8,48,0,2,4978.168
2011,3,12,8,47,0,2,4978.167
2011,3,12,8,46,0,2,4978.174
2011,3,12,8,45,0,2,4978.177
2011,3,12,8,45,0,1,9999
2011,3,12,8,44,0,2,4978.177
2011,3,12,8,43,0,2,4978.17
2011,3,12,8,42,0,2,4978.172
2011,3,12,8,41,0,2,4978.16
2011,3,12,8,40,0,2,4978.14
2011,3,12,8,39,0,2,4978.132
2011,3,12,8,38,0,2,4978.133
2011,3,12,8,37,0,2,4978.141
2011,3,12,8,36,0,2,4978.148
2011,3,12,8,35,0,2,4978.154
2011,3,12,8,34,0,2,4978.158
2011,3,12,8,33,0,2,4978.166
2011,3,12,8,32,0,2,4978.164
2011,3,12,8,31,0,2,4978.151
2011,3,12,8,30,0,2,4978.144
2011,3,12,8,30,0,1,9999
2011,3,12,8,29,0,2,4978.147
2011,3,12,8,28,0,2,4978.15
2011,3,12,8,27,0,2,4978.149
2011,3,12,8,26,0,2,4978.143
2011,3,12,8,25,0,2,4978.145
2011,3,12,8,24,0,2,4978.164
2011,3,12,8,23,0,2,4978.155
2011,3,12,8,22,0,2,4978.14
