#YY,MM,DD,hh,mm,ss,T,HEIGHT
#yr,mo,dy,hr,mn,s,-,m
2011,3,12,7,46,0,2,2737.769
2011,3,12,7,45,0,2,2737.757
2011,3,12,7,45,0,1,9999
2011,3,12,7,44,0,2,2737.744
2011,3,12,7,43,0,2,2737.747
2011,3,12,7,42,0,2,2737.754
2011,3,12,7,41,0,2,2737.744
2011,3,12,7,40,0,2,2737.727
2011,3,12,7,39,0,2,2737.716
2011,3,12,7,38,0,2,2737.703
2011,3,12,7,37,0,2,2737.702
2011,3,12,7,36,0,2,2737.717
2011,3,12,7,35,0,2,2737.707
2011,3,12,7,34,0,2,2737.712
2011,3,12,7,33,0,2,2737.734
2011,3,12,7,32,0,2,2737.727
2011,3,12,7,31,0,2,2737.712
2011,3,12,7,30,0,2,2737.717
2011,3,12,7,30,0,1,9999
2011,3,12,7,29,0,2,2737.735
2011,3,12,7,28,0,2,2737.73
2011,3,12,7,27,0,2,2737.723
2011,3,12,7,26,0,2,2737.73
2011,3,12,7,25,0,2,2737.712
2011,3,12,7,24,0,2,2737.698
2011,3,12,7,23,0,2,2737.701
2011,3,12,7,22,0,2,2737.697
2011,3,12,7,21,0,2,2737.689
2011,3,12,7,20,0,2,2737.684
2011,3,12,7,19,0,2,2737.685
2011,3,12,7,18,0,2,2737.67
2011,3,12,7,17,0,2,2737.667
2011,3,12,7,16,0,2,2737.658
2011,3,12,7,15,0,2,2737.639
2011,3,12,7,15,0,1,9999
2011,3,12,7,14,0,2,2737.639
2011,3,12,7,13,0,2,2737.634
2011,3,12,7,12,0,2,2737.63
2011,3,12,7,11,0,2,2737.637
2011,3,12,7,10,0,2,2737.636
2011,3,12,7,9,0,2,2737.638
2011,3,12,7,8,0,2,2737.626
2011,3,12,7,7,0,2,2737.639
2011,3,12,7,6,0,2,2737.653
2011,3,12,7,5,0,2,2737.645
2011,3,12,7,4,0,2,2737.637
2011,3,12,7,3,0,2,2737.633
2011,3,12,7,2,0,2,2737.632
2011,3,12,7,1,0,2,2737.634
2011,3,12,7,0,0,2,2737.629
2011,3,12,7,0,0,1,9999
2011,3,12,6,59,0,2,2737.633
2011,3,12,6,58,0,2,2737.635
2011,3,12,6,57,0,2,2737.632
2011,3,12,6,56,0,2,2737.629
2011,3,12,6,55,0,2,2737.619
2011,3,12,6,54,0,2,2737.605
2011,3,12,6,53,0,2,2737.6
2011,3,12,6,52,0,2,2737.595
2011,3,12,6,51,0,2,2737.592
2011,3,12,6,50,0,2,2737.599
2011,3,12,6,49,0,2,2737.612
2011,3,12,6,48,0,2,2737.622
2011,3,12,6,47,0,2,2737.62
2011,3,12,6,46,0,2,2737.614
2011,3,12,6,45,0,2,2737.623
2011,3,12,6,45,0,1,9999
2011,3,12,6,44,0,2,2737.625
2011,3,12,6,43,0,2,2737.624
2011,3,12,6,42,0,2,2737.621
2011,3,12,6,41,0,2,2737.613
2011,3,12,6,40,0,2,2737.598
2011,3,12,6,39,0,2,2737.592
2011,3,12,6,38,0,2,2737.588
2011,3,12,6,37,0,2,2737.593
2011,3,12,6,36,0,2,2737.59
2011,3,12,6,35,0,2,2737.574
2011,3,12,6,34,0,2,2737.57
2011,3,12,6,33,0,2,2737.577
2011,3,12,6,32,0,2,2737.586
2011,3,12,6,31,0,2,2737.579
2011,3,12,6,30,0,2,2737.576
2011,3,12,6,30,0,1,9999
2011,3,12,6,29,0,2,2737.575
2011,3,12,6,28,0,2,2737.569
2011,3,12,6,27,0,2,2737.566
2011,3,12,6,26,0,2,2737.566
2011,3,12,6,25,0,2,2737.571
2011,3,12,6,24,0,2,2737.583
2011,3,12,6,23,0,2,2737.601
2011,3,12,6,22,0,2,2737.603
2011,3,12,6,21,0,2,2737.61
2011,3,12,6,20,0,2,2737.622
2011,3,12,6,19,0,2,2737.625
2011,3,12,6,18,0,2,2737.619
2011,3,12,6,17,0,2,2737.613
2011,3,12,6,16,0,2,2737.592
2011,3,12,6,15,0,2,2737.593
2011,3,12,6,15,0,1,9999
2011,3,12,6,14,0,2,2737.589
2011,3,12,6,13,0,2,2737.585
2011,3,12,6,12,0,2,2737.587
2011,3,12,6,11,0,2,2737.581
2011,3,12,6,10,0,2,2737.585
2011,3,12,6,9,0,2,2737.575
2011,3,12,6,8,0,2,2737.56
2011,3,12,6,7,0,2,2737.557
2011,3,12,6,6,0,2,2737.555
2011,3,12,6,5,0,2,2737.554
2011,3,12,6,4,0,2,2737.549
2011,3,12,6,3,0,2,2737.555
2011,3,12,6,2,0,2,2737.566
2011,3,12,6,1,0,2,2737.564
2011,3,12,6,0,0,2,2737.569
2011,3,12,6,0,0,1,9999
2011,3,12,5,59,0,2,2737.565
2011,3,12,5,58,0,2,2737.556
2011,3,12,5,57,0,2,2737.565
2011,3,12,5,56,0,2,2737.566
2011,3,12,5,55,0,2,2737.579
2011,3,12,5,54,0,2,2737.591
2011,3,12,5,53,0,2,2737.578
2011,3,12,5,52,0,2,2737.576
2011,3,12,5,51,0,2,2737.555
2011,3,12,5,50,0,2,2737.548
2011,3,12,5,49,0,2,2737.566
2011,3,12,5,48,0,2,2737.584
2011,3,12,5,47,0,2,2737.585
2011,3,12,5,46,0,2,2737.586
2011,3,12,5,45,0,2,2737.573
2011,3,12,5,45,0,1,9999
2011,3,12,5,44,0,2,2737.567
2011,3,12,5,43,0,2,2737.574
2011,3,12,5,42,0,2,2737.571
2011,3,12,5,41,0,2,2737.554
2011,3,12,5,40,0,2,2737.556
2011,3,12,5,39,0,2,2737.557
2011,3,12,5,38,0,2,2737.562
2011,3,12,5,37,0,2,2737.555
2011,3,12,5,36,0,2,2737.559
2011,3,12,5,35,0,2,2737.568
2011,3,12,5,34,0,2,2737.577
2011,3,12,5,33,0,2,2737.579
2011,3,12,5,32,0,2,2737.588
2011,3,12,5,31,0,2,2737.574
2011,3,12,5,30,0,2,2737.592
2011,3,12,5,30,0,1,9999
2011,3,12,5,29,0,2,2737.576
2011,3,12,5,28,0,2,2737.575
2011,3,12,5,27,0,2,2737.589
2011,3,12,5,26,0,2,2737.603
2011,3,12,5,25,0,2,2737.601
2011,3,12,5,24,0,2,2737.593
2011,3,12,5,23,0,2,2737.584
2011,3,12,5,22,0,2,2737.572
2011,3,12,5,21,0,2,2737.557
2011,3,12,5,20,0,2,2737.558
2011,3,12,5,19,0,2,2737.562
2011,3,12,5,18,0,2,2737.569
2011,3,12,5,17,0,2,2737.586
2011,3,12,5,16,0,2,2737.593
2011,3,12,5,15,0,2,2737.604
2011,3,12,5,15,0,1,9999
2011,3,12,5,14,0,2,2737.615
2011,3,12,5,13,0,2,2737.61
2011,3,12,5,12,0,2,2737.608
2011,3,12,5,11,0,2,2737.604
2011,3,12,5,10,0,2,2737.602
2011,3,12,5,9,0,2,2737.599
2011,3,12,5,8,0,2,2737.613
2011,3,12,5,7,0,2,2737.625
2011,3,12,5,6,0,2,2737.628
2011,3,12,5,5,0,2,2737.631
2011,3,12,5,4,0,2,2737.64
2011,3,12,5,3,0,2,2737.638
2011,3,12,5,2,0,2,2737.638
2011,3,12,5,1,0,2,2737.624
2011,3,12,5,0,0,2,2737.62
2011,3,12,5,0,0,1,9999
2011,3,12,4,59,0,2,2737.61
2011,3,12,4,58,0,2,2737.602
2011,3,12,4,57,0,2,2737.603
2011,3,12,4,56,0,2,2737.605
2011,3,12,4,55,0,2,2737.608
2011,3,12,4,54,0,2,2737.607
2011,3,12,4,53,0,2,2737.612
2011,3,12,4,52,0,2,2737.602
2011,3,12,4,51,0,2,2737.598
2011,3,12,4,50,0,2,2737.597
2011,3,12,4,49,0,2,2737.605
2011,3,12,4,48,0,2,2737.603
2011,3,12,4,47,0,2,2737.608
2011,3,12,4,46,0,2,2737.611
2011,3,12,4,45,0,2,2737.619
2011,3,12,4,45,0,1,9999
2011,3,12,4,44,0,2,2737.615
2011,3,12,4,43,0,2,2737.613
2011,3,12,4,42,0,2,2737.63
2011,3,12,4,41,0,2,2737.644
2011,3,12,4,40,0,2,2737.668
2011,3,12,4,39,0,2,2737.672
2011,3,12,4,38,0,2,2737.658
2011,3,12,4,37,0,2,2737.652
2011,3,12,4,36,0,2,2737.648
2011,3,12,4,35,0,2,2737.631
2011,3,12,4,34,0,2,2737.643
2011,3,12,4,33,0,2,2737.654
2011,3,12,4,32,0,2,2737.658
2011,3,12,4,31,0,2,2737.653
2011,3,12,4,30,0,2,2737.664
2011,3,12,4,30,0,1,9999
2011,3,12,4,29,0,2,2737.652
2011,3,12,4,28,0,2,2737.658
2011,3,12,4,27,0,2,2737.678
2011,3,12,4,26,0,2,2737.7
2011,3,12,4,25,0,2,2737.704
2011,3,12,4,24,0,2,2737.695
2011,3,12,4,23,0,2,2737.699
2011,3,12,4,22,0,2,2737.687
2011,3,12,4,21,0,2,2737.683
2011,3,12,4,20,0,2,2737.682
2011,3,12,4,19,0,2,2737.675
2011,3,12,4,18,0,2,2737.666
2011,3,12,4,17,0,2,2737.665
2011,3,12,4,16,0,2,2737.666
2011,3,12,4,15,0,2,2737.666
2011,3,12,4,15,0,1,9999
2011,3,12,4,14,0,2,2737.665
2011,3,12,4,13,0,2,2737.684
2011,3,12,4,12,0,2,2737.683
2011,3,12,4,11,0,2,2737.677
2011,3,12,4,10,0,2,2737.694
2011,3,12,4,9,0,2,2737.7
2011,3,12,4,8,0,2,2737.698
2011,3,12,4,7,0,2,2737.712
2011,3,12,4,6,0,2,2737.725
2011,3,12,4,5,0,2,2737.724
2011,3,12,4,4,0,2,2737.721
2011,3,12,4,3,0,2,2737.711
2011,3,12,4,2,0,2,2737.728
2011,3,12,4,1,0,2,2737.726
2011,3,12,4,0,0,2,2737.713
2011,3,12,4,0,0,1,9999
2011,3,12,3,59,0,2,2737.705
2011,3,12,3,58,0,2,2737.705
2011,3,12,3,57,0,2,2737.702
2011,3,12,3,56,0,2,2737.705
2011,3,12,3,55,0,2,2737.735
2011,3,12,3,54,0,2,2737.743
2011,3,12,3,53,0,2,2737.737
2011,3,12,3,52,0,2,2737.74
2011,3,12,3,51,0,2,2737.752
2011,3,12,3,50,0,2,2737.764
2011,3,12,3,49,0,2,2737.756
2011,3,12,3,48,0,2,2737.757
2011,3,12,3,47,0,2,2737.767
2011,3,12,3,46,0,2,2737.765
2011,3,12,3,45,0,2,2737.767
2011,3,12,3,45,0,1,9999
2011,3,12,3,44,0,2,2737.768
2011,3,12,3,43,0,2,2737.785
2011,3,12,3,42,0,2,2737.791
2011,3,12,3,41,0,2,2737.791
2011,3,12,3,40,0,2,2737.791
2011,3,12,3,39,0,2,2737.764
2011,3,12,3,38,0,2,2737.764
2011,3,12,3,37,0,2,2737.791
2011,3,12,3,36,0,2,2737.818
2011,3,12,3,35,0,2,2737.814
2011,3,12,3,34,0,2,2737.832
2011,3,12,3,33,0,2,2737.833
2011,3,12,3,32,0,2,2737.849
2011,3,12,3,31,0,2,2737.829
2011,3,12,3,30,0,2,2737.804
2011,3,12,3,30,0,1,9999
2011,3,12,3,29,0,2,2737.819
2011,3,12,3,28,0,2,2737.813
2011,3,12,3,27,0,2,2737.802
2011,3,12,3,26,0,2,2737.815
2011,3,12,3,25,0,2,2737.832
2011,3,12,3,24,0,2,2737.832
2011,3,12,3,23,0,2,2737.829
2011,3,12,3,22,0,2,2737.816
2011,3,12,3,21,0,2,2737.809
2011,3,12,3,20,0,2,2737.814
2011,3,12,3,19,0,2,2737.802
2011,3,12,3,18,0,2,2737.813
2011,3,12,3,17,0,2,2737.819
2011,3,12,3,16,0,2,2737.828
2011,3,12,3,15,0,2,2737.837
2011,3,12,3,15,0,1,9999
2011,3,12,3,14,0,2,2737.86
2011,3,12,3,13,0,2,2737.849
2011,3,12,3,12,0,2,2737.836
2011,3,12,3,11,0,2,2737.842
2011,3,12,3,10,0,2,2737.823
2011,3,12,3,9,0,2,2737.826
2011,3,12,3,8,0,2,2737.842
2011,3,12,3,7,0,2,2737.842
2011,3,12,3,6,0,2,2737.857
2011,3,12,3,5,0,2,2737.854
2011,3,12,3,4,0,2,2737.845
2011,3,12,3,3,0,2,2737.838
2011,3,12,3,2,0,2,2737.839
2011,3,12,3,1,0,2,2737.831
2011,3,12,3,0,0,2,2737.839
2011,3,12,3,0,0,1,9999
2011,3,12,2,59,0,2,2737.847
2011,3,12,2,58,0,2,2737.834
2011,3,12,2,57,0,2,2737.847
2011,3,12,2,56,0,2,2737.859
2011,3,12,2,55,0,2,2737.866
2011,3,12,2,54,0,2,2737.88
2011,3,12,2,53,0,2,2737.895
2011,3,12,2,52,0,2,2737.901
2011,3,12,2,51,0,2,2737.896
2011,3,12,2,50,0,2,2737.921
2011,3,12,2,49,0,2,2737.934
2011,3,12,2,48,0,2,2737.933
2011,3,12,2,47,0,2,2737.928
2011,3,12,2,46,0,2,2737.942
2011,3,12,2,45,0,2,2737.943
2011,3,12,2,45,0,1,9999
2011,3,12,2,44,0,2,2737.937
2011,3,12,2,43,0,2,2737.956
2011,3,12,2,42,0,2,2737.957
2011,3,12,2,41,0,2,2737.956
2011,3,12,2,40,0,2,2737.951
2011,3,12,2,39,0,2,2737.975
2011,3,12,2,38,0,2,2737.958
2011,3,12,2,37,0,2,2737.959
2011,3,12,2,36,0,2,2737.962
2011,3,12,2,35,0,2,2737.97
2011,3,12,2,34,0,2,2737.971
2011,3,12,2,33,0,2,2737.975
2011,3,12,2,32,0,2,2737.98
2011,3,12,2,31,0,2,2737.973
2011,3,12,2,30,0,2,2737.98
2011,3,12,2,30,0,1,9999
2011,3,12,2,29,0,2,2737.975
2011,3,12,2,28,0,2,2737.988
2011,3,12,2,27,0,2,2737.984
2011,3,12,2,26,0,2,2738.006
2011,3,12,2,25,0,2,2738.015
2011,3,12,2,24,0,2,2738.025
2011,3,12,2,23,0,2,2738.016
2011,3,12,2,22,0,2,2738.008
2011,3,12,2,21,0,2,2738.005
2011,3,12,2,20,0,2,2738.011
2011,3,12,2,19,0,2,2737.98
2011,3,12,2,18,0,2,2737.963
2011,3,12,2,17,0,2,2737.971
2011,3,12,2,16,0,2,2737.973
2011,3,12,2,15,0,2,2737.957
2011,3,12,2,15,0,1,9999
2011,3,12,2,14,0,2,2737.939
2011,3,12,2,13,0,2,2737.935
2011,3,12,2,12,0,2,2737.943
2011,3,12,2,11,0,2,2737.946
2011,3,12,2,10,0,2,2737.918
2011,3,12,2,9,0,2,2737.94
2011,3,12,2,8,0,2,2737.936
2011,3,12,2,7,0,2,2737.936
2011,3,12,2,6,0,2,2737.937
2011,3,12,2,5,0,2,2737.932
2011,3,12,2,4,0,2,2737.939
2011,3,12,2,3,0,2,2737.941
2011,3,12,2,2,0,2,2737.937
2011,3,12,2,1,0,2,2737.949
2011,3,12,2,0,0,2,2737.958
2011,3,12,2,0,0,1,9999
2011,3,12,1,59,15,2,2737.967
2011,3,12,1,59,0,2,2737.967
2011,3,12,1,58,15,2,2737.987
2011,3,12,1,58,0,2,2737.987
2011,3,12,1,57,15,2,2737.978
2011,3,12,1,57,0,2,2737.978
2011,3,12,1,56,15,2,2737.987
2011,3,12,1,56,0,2,2737.987
2011,3,12,1,55,15,2,2737.996
2011,3,12,1,55,0,2,2737.996
2011,3,12,1,54,15,2,2738.029
2011,3,12,1,54,0,2,2738.029
2011,3,12,1,53,15,2,2738.026
2011,3,12,1,53,0,2,2738.026
2011,3,12,1,52,15,2,2738.039
2011,3,12,1,52,0,2,2738.039
2011,3,12,1,51,15,2,2738.053
2011,3,12,1,51,0,2,2738.053
2011,3,12,1,50,15,2,2738.074
2011,3,12,1,50,0,2,2738.074
2011,3,12,1,49,15,2,2738.066
2011,3,12,1,49,0,2,2738.066
2011,3,12,1,48,15,2,2738.068
2011,3,12,1,48,0,2,2738.068
2011,3,12,1,47,15,2,2738.063
2011,3,12,1,47,0,2,2738.063
2011,3,12,1,46,15,2,2738.075
2011,3,12,1,46,0,2,2738.075
2011,3,12,1,45,15,2,2738.087
2011,3,12,1,45,0,2,2738.087
2011,3,12,1,45,0,1,9999
2011,3,12,1,44,15,2,2738.09
2011,3,12,1,44,0,2,2738.09
2011,3,12,1,43,15,2,2738.086
2011,3,12,1,43,0,2,2738.086
2011,3,12,1,42,15,2,2738.076
2011,3,12,1,42,0,2,2738.076
2011,3,12,1,41,15,2,2738.065
2011,3,12,1,41,0,2,2738.065
2011,3,12,1,40,15,2,2738.071
2011,3,12,1,40,0,2,2738.071
2011,3,12,1,39,15,2,2738.065
2011,3,12,1,39,0,2,2738.065
2011,3,12,1,38,15,2,2738.074
2011,3,12,1,38,0,2,2738.074
2011,3,12,1,37,15,2,2738.065
2011,3,12,1,37,0,2,2738.065
2011,3,12,1,36,15,2,2738.058
2011,3,12,1,36,0,2,2738.058
2011,3,12,1,35,15,2,2738.055
2011,3,12,1,35,0,2,2738.055
2011,3,12,1,34,15,2,2738.057
2011,3,12,1,34,0,2,2738.057
2011,3,12,1,33,15,2,2738.066
2011,3,12,1,33,0,2,2738.066
2011,3,12,1,32,15,2,2738.072
2011,3,12,1,32,0,2,2738.072
2011,3,12,1,31,15,2,2738.069
2011,3,12,1,31,0,2,2738.069
2011,3,12,1,30,15,2,2738.081
2011,3,12,1,30,0,2,2738.081
2011,3,12,1,30,0,1,9999
2011,3,12,1,29,15,2,2738.079
2011,3,12,1,29,0,2,2738.079
2011,3,12,1,28,15,2,2738.061
2011,3,12,1,28,0,2,2738.061
2011,3,12,1,27,15,2,2738.056
2011,3,12,1,27,0,2,2738.056
2011,3,12,1,26,15,2,2738.059
2011,3,12,1,26,0,2,2738.059
2011,3,12,1,25,15,2,2738.043
2011,3,12,1,25,0,2,2738.043
2011,3,12,1,24,15,2,2738.057
2011,3,12,1,24,0,2,2738.057
2011,3,12,1,23,15,2,2738.056
2011,3,12,1,23,0,2,2738.056
2011,3,12,1,22,15,2,2738.054
2011,3,12,1,22,0,2,2738.054
2011,3,12,1,21,15,2,2738.044
2011,3,12,1,21,0,2,2738.044
2011,3,12,1,20,15,2,2738.064
2011,3,12,1,20,0,2,2738.064
2011,3,12,1,19,15,2,2738.054
2011,3,12,1,19,0,2,2738.054
2011,3,12,1,18,15,2,2738.062
2011,3,12,1,18,0,2,2738.062
2011,3,12,1,17,15,2,2738.054
2011,3,12,1,17,0,2,2738.054
2011,3,12,1,16,15,2,2738.035
2011,3,12,1,16,0,2,2738.035
2011,3,12,1,15,15,2,2738.032
2011,3,12,1,15,0,2,2738.032
2011,3,12,1,15,0,1,9999
2011,3,12,1,14,15,2,2738.011
2011,3,12,1,14,0,2,2738.011
2011,3,12,1,13,15,2,2738.01
2011,3,12,1,13,0,2,2738.01
2011,3,12,1,12,15,2,2738.005
2011,3,12,1,12,0,2,2738.005
2011,3,12,1,11,15,2,2738
2011,3,12,1,11,0,2,2738
2011,3,12,1,10,15,2,2738.016
2011,3,12,1,10,0,2,2738.016
2011,3,12,1,9,15,2,2738.017
2011,3,12,1,9,0,2,2738.017
2011,3,12,1,8,15,2,2738.025
2011,3,12,1,8,0,2,2738.025
2011,3,12,1,7,15,2,2738.024
2011,3,12,1,7,0,2,2738.024
2011,3,12,1,6,15,2,2738.015
2011,3,12,1,6,0,2,2738.015
2011,3,12,1,5,15,2,2738.03
2011,3,12,1,5,0,2,2738.03
2011,3,12,1,4,15,2,2738.018
2011,3,12,1,4,0,2,2738.018
2011,3,12,1,3,15,2,2738.025
2011,3,12,1,3,0,2,2738.025
2011,3,12,1,2,15,2,2738.032
2011,3,12,1,2,0,2,2738.032
2011,3,12,1,1,15,2,2738.042
2011,3,12,1,1,0,2,2738.042
2011,3,12,1,0,15,2,2738.04
2011,3,12,1,0,0,2,2738.04
2011,3,12,1,0,0,1,9999
2011,3,12,0,59,15,2,2738.056
2011,3,12,0,59,0,2,2738.056
2011,3,12,0,58,15,2,2738.067
2011,3,12,0,58,0,2,2738.067
2011,3,12,0,57,15,2,2738.083
2011,3,12,0,57,0,2,2738.083
2011,3,12,0,56,15,2,2738.073
2011,3,12,0,56,0,2,2738.073
2011,3,12,0,55,15,2,2738.067
2011,3,12,0,55,0,2,2738.067
2011,3,12,0,54,15,2,2738.061
2011,3,12,0,54,0,2,2738.061
2011,3,12,0,53,15,2,2738.046
2011,3,12,0,53,0,2,2738.046
2011,3,12,0,52,15,2,2738.056
2011,3,12,0,52,0,2,2738.056
2011,3,12,0,51,15,2,2738.07
2011,3,12,0,51,0,2,2738.07
2011,3,12,0,50,15,2,2738.044
2011,3,12,0,50,0,2,2738.044
2011,3,12,0,49,15,2,2738.052
2011,3,12,0,49,0,2,2738.052
2011,3,12,0,48,15,2,2738.039
2011,3,12,0,48,0,2,2738.039
2011,3,12,0,47,15,2,2738.028
2011,3,12,0,47,0,2,2738.028
2011,3,12,0,46,15,2,2738.04
2011,3,12,0,46,0,2,2738.04
2011,3,12,0,45,15,2,2738.041
2011,3,12,0,45,0,2,2738.041
2011,3,12,0,45,0,1,9999
2011,3,12,0,44,15,2,2738.035
2011,3,12,0,44,0,2,2738.035
2011,3,12,0,43,15,2,2738.045
2011,3,12,0,43,0,2,2738.045
2011,3,12,0,42,15,2,2738.029
2011,3,12,0,42,0,2,2738.029
2011,3,12,0,41,15,2,2738.03
2011,3,12,0,41,0,2,2738.03
2011,3,12,0,40,15,2,2738.033
2011,3,12,0,40,0,2,2738.033
2011,3,12,0,39,15,2,2738.058
2011,3,12,0,39,0,2,2738.058
2011,3,12,0,38,15,2,2738.059
2011,3,12,0,38,0,2,2738.059
2011,3,12,0,37,15,2,2738.056
2011,3,12,0,37,0,2,2738.056
2011,3,12,0,36,15,2,2738.054
2011,3,12,0,36,0,2,2738.054
2011,3,12,0,35,15,2,2738.053
2011,3,12,0,35,0,2,2738.053
2011,3,12,0,34,15,2,2738.034
2011,3,12,0,34,0,2,2738.034
2011,3,12,0,33,15,2,2738.037
2011,3,12,0,33,0,2,2738.037
2011,3,12,0,32,15,2,2738.057
2011,3,12,0,32,0,2,2738.057
2011,3,12,0,31,15,2,2738.045
2011,3,12,0,31,0,2,2738.045
2011,3,12,0,30,15,2,2738.044
2011,3,12,0,30,0,2,2738.044
2011,3,12,0,30,0,1,9999
2011,3,12,0,29,15,2,2738.042
2011,3,12,0,29,0,2,2738.042
2011,3,12,0,28,15,2,2738.041
2011,3,12,0,28,0,2,2738.041
2011,3,12,0,27,15,2,2738.049
2011,3,12,0,27,0,2,2738.049
2011,3,12,0,26,15,2,2738.035
2011,3,12,0,26,0,2,2738.035
2011,3,12,0,25,15,2,2738.013
2011,3,12,0,25,0,2,2738.013
2011,3,12,0,24,15,2,2738.018
2011,3,12,0,24,0,2,2738.018
2011,3,12,0,23,15,2,2737.999
2011,3,12,0,23,0,2,2737.999
2011,3,12,0,22,15,2,2738.008
2011,3,12,0,22,0,2,2738.008
2011,3,12,0,21,15,2,2738.012
2011,3,12,0,21,0,2,2738.012
2011,3,12,0,20,15,2,2738.007
2011,3,12,0,20,0,2,2738.007
2011,3,12,0,19,15,2,2738.015
2011,3,12,0,19,0,2,2738.015
2011,3,12,0,18,15,2,2738.008
2011,3,12,0,18,0,2,2738.008
2011,3,12,0,17,15,2,2737.986
2011,3,12,0,17,0,2,2737.986
2011,3,12,0,16,15,2,2738.009
2011,3,12,0,16,0,2,2738.009
2011,3,12,0,15,15,2,2738.007
2011,3,12,0,15,0,2,2738.007
2011,3,12,0,15,0,1,9999
2011,3,12,0,14,15,2,2737.979
2011,3,12,0,14,0,2,2737.979
2011,3,12,0,13,15,2,2737.987
2011,3,12,0,13,0,2,2737.987
2011,3,12,0,12,15,2,2737.98
2011,3,12,0,12,0,2,2737.98
2011,3,12,0,11,15,2,2737.984
2011,3,12,0,11,0,2,2737.984
2011,3,12,0,10,15,2,2738.011
2011,3,12,0,10,0,2,2738.011
2011,3,12,0,9,15,2,2737.99
2011,3,12,0,9,0,2,2737.99
2011,3,12,0,8,15,2,2737.979
2011,3,12,0,8,0,2,2737.979
2011,3,12,0,7,15,2,2737.967
2011,3,12,0,7,0,2,2737.967
2011,3,12,0,6,15,2,2737.975
2011,3,12,0,6,0,2,2737.975
2011,3,12,0,5,15,2,2737.949
2011,3,12,0,5,0,2,2737.949
2011,3,12,0,4,15,2,2737.962
2011,3,12,0,4,0,2,2737.962
2011,3,12,0,3,15,2,2737.954
2011,3,12,0,3,0,2,2737.954
2011,3,12,0,2,15,2,2737.964
2011,3,12,0,2,0,2,2737.964
2011,3,12,0,1,15,2,2737.94
2011,3,12,0,1,0,2,2737.94
2011,3,12,0,0,15,2,2737.959
2011,3,12,0,0,0,2,2737.959
2011,3,12,0,0,0,1,9999
2011,3,11,23,59,0,2,2737.954
2011,3,11,23,58,0,2,2737.911
2011,3,11,23,57,0,2,2737.943
2011,3,11,23,56,0,2,2737.95
2011,3,11,23,55,0,2,2737.951
2011,3,11,23,54,0,2,2737.938
2011,3,11,23,53,0,2,2737.923
2011,3,11,23,52,0,2,2737.947
2011,3,11,23,51,0,2,2737.943
2011,3,11,23,50,0,2,2737.971
2011,3,11,23,49,0,2,2737.991
2011,3,11,23,48,0,2,2738.006
2011,3,11,23,47,0,2,2737.979
2011,3,11,23,46,0,2,2737.999
2011,3,11,23,45,0,2,2737.997
2011,3,11,23,45,0,1,9999
2011,3,11,23,44,0,2,2737.973
2011,3,11,23,43,0,2,2737.963
2011,3,11,23,42,0,2,2737.984
2011,3,11,23,41,0,2,2737.975
2011,3,11,23,40,0,2,2737.952
2011,3,11,23,39,0,2,2737.96
2011,3,11,23,38,0,2,2737.965
2011,3,11,23,37,0,2,2737.943
2011,3,11,23,36,0,2,2737.929
2011,3,11,23,35,0,2,2737.906
2011,3,11,23,34,0,2,2737.92
2011,3,11,23,33,0,2,2737.884
2011,3,11,23,32,0,2,2737.879
2011,3,11,23,31,0,2,2737.887
2011,3,11,23,30,0,2,2737.885
2011,3,11,23,30,0,1,9999
2011,3,11,23,29,0,2,2737.872
2011,3,11,23,28,0,2,2737.876
2011,3,11,23,27,0,2,2737.881
2011,3,11,23,26,0,2,2737.842
2011,3,11,23,25,0,2,2737.866
2011,3,11,23,24,0,2,2737.87
2011,3,11,23,23,0,2,2737.858
2011,3,11,23,22,0,2,2737.862
2011,3,11,23,21,0,2,2737.879
2011,3,11,23,20,0,2,2737.878
2011,3,11,23,19,0,2,2737.864
2011,3,11,23,18,0,2,2737.884
2011,3,11,23,17,0,2,2737.841
2011,3,11,23,16,0,2,2737.819
2011,3,11,23,15,0,2,2737.82
2011,3,11,23,15,0,1,9999
2011,3,11,23,14,0,2,2737.816
2011,3,11,23,13,0,2,2737.799
2011,3,11,23,12,0,2,2737.776
2011,3,11,23,11,0,2,2737.794
2011,3,11,23,10,0,2,2737.795
2011,3,11,23,9,0,2,2737.799
2011,3,11,23,8,0,2,2737.793
2011,3,11,23,7,0,2,2737.813
2011,3,11,23,6,0,2,2737.806
2011,3,11,23,5,0,2,2737.827
2011,3,11,23,4,0,2,2737.821
2011,3,11,23,3,0,2,2737.8
2011,3,11,23,2,0,2,2737.786
2011,3,11,23,1,0,2,2737.802
2011,3,11,23,0,0,2,2737.811
2011,3,11,23,0,0,1,9999
2011,3,11,22,59,0,2,2737.794
2011,3,11,22,58,0,2,2737.78
2011,3,11,22,57,0,2,2737.771
2011,3,11,22,56,0,2,2737.766
2011,3,11,22,55,0,2,2737.768
2011,3,11,22,54,0,2,2737.766
2011,3,11,22,53,0,2,2737.773
2011,3,11,22,52,0,2,2737.743
2011,3,11,22,51,0,2,2737.729
2011,3,11,22,50,0,2,2737.715
2011,3,11,22,49,0,2,2737.695
2011,3,11,22,48,0,2,2737.73
2011,3,11,22,47,0,2,2737.742
2011,3,11,22,46,0,2,2737.751
2011,3,11,22,45,0,2,2737.728
2011,3,11,22,45,0,1,9999
2011,3,11,22,44,0,2,2737.73
2011,3,11,22,43,0,2,2737.725
