#YY,MM,DD,hh,mm,ss,T,Water Column HEIGHT
#yr,mo,dy,hr,mn,s,-,m
2011,3,13,13,45,0,1,5824.945
2011,3,13,13,30,0,1,5824.921
2011,3,13,13,15,0,1,5824.925
2011,3,13,13,0,0,1,5824.91
2011,3,13,12,45,0,1,5824.915
2011,3,13,12,30,0,1,5824.915
2011,3,13,12,15,0,1,5824.894
2011,3,13,12,0,0,1,5824.9
2011,3,13,11,45,0,1,5824.893
2011,3,13,11,30,0,1,5824.879
2011,3,13,11,15,0,1,5824.866
2011,3,13,11,0,0,1,5824.87
2011,3,13,10,45,0,1,5824.85
2011,3,13,10,30,0,1,5824.83
2011,3,13,10,15,0,1,5824.843
2011,3,13,10,0,0,1,5824.823
2011,3,13,9,45,0,1,5824.825
2011,3,13,9,30,0,1,5824.814
2011,3,13,9,15,0,1,5824.826
2011,3,13,9,0,0,1,5824.788
2011,3,13,8,45,0,1,5824.781
2011,3,13,8,30,0,1,5824.79
2011,3,13,8,15,0,1,5824.757
2011,3,13,8,0,0,1,5824.767
2011,3,13,7,45,0,1,5824.739
2011,3,13,7,30,0,1,5824.753
2011,3,13,7,15,0,1,5824.734
2011,3,13,7,0,0,1,5824.756
2011,3,13,6,45,0,1,5824.73
2011,3,13,6,30,0,1,5824.734
2011,3,13,6,15,0,1,5824.713
2011,3,13,6,0,0,1,5824.702
2011,3,13,5,45,0,1,5824.721
2011,3,13,5,30,0,1,5824.723
2011,3,13,5,15,0,1,5824.735
2011,3,13,5,0,0,1,5824.74
2011,3,13,4,45,0,1,5824.766
2011,3,13,4,30,0,1,5824.739
2011,3,13,4,15,0,1,5824.772
2011,3,13,4,0,0,1,5824.755
2011,3,13,3,45,0,1,5824.77
2011,3,13,3,30,0,1,5824.797
2011,3,13,3,15,0,1,5824.79
2011,3,13,3,0,0,1,5824.82
2011,3,13,2,45,0,1,5824.859
2011,3,13,2,30,0,1,5824.889
2011,3,13,2,15,0,1,5824.906
2011,3,13,2,0,0,1,5824.936
2011,3,13,1,45,0,1,5824.952
2011,3,13,1,30,0,1,5824.97
2011,3,13,1,15,0,1,5824.983
2011,3,13,1,0,0,1,5825.005
2011,3,13,0,45,0,1,5825.024
2011,3,13,0,30,0,1,5825.065
2011,3,13,0,15,0,1,5825.06
2011,3,13,0,0,0,1,5825.084
2011,3,12,23,45,0,1,5825.107
2011,3,12,23,30,0,1,5825.126
2011,3,12,23,15,0,1,5825.135
2011,3,12,23,0,0,1,5825.149
2011,3,12,22,45,0,1,5825.158
2011,3,12,22,30,0,1,5825.191
2011,3,12,22,15,0,1,5825.174
2011,3,12,22,0,0,1,5825.186
2011,3,12,21,45,0,1,5825.206
2011,3,12,21,30,0,1,5825.195
2011,3,12,21,15,0,1,5825.194
2011,3,12,21,0,0,1,5825.2
2011,3,12,20,45,0,1,5825.185
2011,3,12,20,30,0,1,5825.19
2011,3,12,20,15,0,1,5825.186
2011,3,12,20,0,0,1,5825.187
2011,3,12,19,45,0,1,5825.174
2011,3,12,19,30,0,1,5825.178
2011,3,12,19,15,0,1,5825.155
2011,3,12,19,0,0,1,5825.133
2011,3,12,18,45,0,1,5825.13
2011,3,12,18,30,0,1,5825.122
2011,3,12,18,15,0,1,5825.097
2011,3,12,18,0,0,1,5825.097
2011,3,12,17,45,0,1,5825.089
2011,3,12,17,30,0,1,5825.068
2011,3,12,17,15,0,1,5825.059
2011,3,12,17,0,0,1,5825.025
2011,3,12,16,45,0,1,5825.031
2011,3,12,16,30,0,1,5825.014
2011,3,12,16,15,0,1,5824.998
2011,3,12,16,0,0,1,5824.996
2011,3,12,15,45,0,1,5824.984
2011,3,12,15,30,0,1,5824.986
2011,3,12,15,15,0,1,5824.977
2011,3,12,15,0,0,1,5824.967
2011,3,12,14,45,0,1,5824.984
2011,3,12,14,30,0,1,5824.965
2011,3,12,14,15,0,1,5824.962
2011,3,12,14,0,0,1,5824.954
2011,3,12,13,45,0,1,5824.944
2011,3,12,13,30,0,1,5824.956
2011,3,12,13,15,0,1,5824.943
2011,3,12,13,0,0,1,9999
2011,3,12,12,59,0,2,5824.962
2011,3,12,12,58,0,2,5824.964
2011,3,12,12,57,0,2,5824.967
2011,3,12,12,56,0,2,5824.96
2011,3,12,12,55,0,2,5824.959
2011,3,12,12,54,0,2,5824.963
2011,3,12,12,53,0,2,5824.964
2011,3,12,12,52,0,2,5824.968
2011,3,12,12,51,0,2,5824.967
2011,3,12,12,50,0,2,5824.964
2011,3,12,12,49,0,2,5824.965
2011,3,12,12,48,0,2,5824.962
2011,3,12,12,47,0,2,5824.959
2011,3,12,12,46,0,2,5824.959
2011,3,12,12,45,0,2,5824.957
2011,3,12,12,45,0,1,9999
2011,3,12,12,44,0,2,5824.958
2011,3,12,12,43,0,2,5824.956
2011,3,12,12,42,0,2,5824.953
2011,3,12,12,41,0,2,5824.959
2011,3,12,12,40,0,2,5824.959
2011,3,12,12,39,0,2,5824.958
2011,3,12,12,38,0,2,5824.958
2011,3,12,12,37,0,2,5824.955
2011,3,12,12,36,0,2,5824.951
2011,3,12,12,35,0,2,5824.955
2011,3,12,12,34,0,2,5824.965
2011,3,12,12,33,0,2,5824.964
2011,3,12,12,32,0,2,5824.959
2011,3,12,12,31,0,2,5824.956
2011,3,12,12,30,0,2,5824.964
2011,3,12,12,30,0,1,9999
2011,3,12,12,29,0,2,5824.969
2011,3,12,12,28,0,2,5824.959
2011,3,12,12,27,0,2,5824.96
2011,3,12,12,26,0,2,5824.969
2011,3,12,12,25,0,2,5824.968
2011,3,12,12,24,0,2,5824.965
2011,3,12,12,23,0,2,5824.967
2011,3,12,12,22,0,2,5824.961
2011,3,12,12,21,0,2,5824.96
2011,3,12,12,20,0,2,5824.964
2011,3,12,12,19,0,2,5824.961
2011,3,12,12,18,0,2,5824.95
2011,3,12,12,17,0,2,5824.946
2011,3,12,12,16,0,2,5824.946
2011,3,12,12,15,0,2,5824.945
2011,3,12,12,15,0,1,9999
2011,3,12,12,14,0,2,5824.945
2011,3,12,12,13,0,2,5824.949
2011,3,12,12,12,0,2,5824.954
2011,3,12,12,11,0,2,5824.953
2011,3,12,12,10,0,2,5824.945
2011,3,12,12,9,0,2,5824.937
2011,3,12,12,8,0,2,5824.94
2011,3,12,12,7,0,2,5824.947
2011,3,12,12,6,0,2,5824.945
2011,3,12,12,5,0,2,5824.951
2011,3,12,12,4,0,2,5824.959
2011,3,12,12,3,0,2,5824.958
2011,3,12,12,2,0,2,5824.961
2011,3,12,12,1,0,2,5824.971
2011,3,12,12,0,0,2,5824.97
2011,3,12,12,0,0,1,9999
2011,3,12,11,59,0,2,5824.96
2011,3,12,11,58,0,2,5824.962
2011,3,12,11,57,0,2,5824.964
2011,3,12,11,56,0,2,5824.964
2011,3,12,11,55,0,2,5824.963
2011,3,12,11,54,0,2,5824.967
2011,3,12,11,53,0,2,5824.964
2011,3,12,11,52,0,2,5824.953
2011,3,12,11,51,0,2,5824.95
2011,3,12,11,50,0,2,5824.952
2011,3,12,11,49,0,2,5824.956
2011,3,12,11,48,0,2,5824.962
2011,3,12,11,47,0,2,5824.965
2011,3,12,11,46,0,2,5824.961
2011,3,12,11,45,0,2,5824.963
2011,3,12,11,45,0,1,9999
2011,3,12,11,44,0,2,5824.959
2011,3,12,11,43,0,2,5824.96
2011,3,12,11,42,0,2,5824.969
2011,3,12,11,41,0,2,5824.968
2011,3,12,11,40,0,2,5824.963
2011,3,12,11,39,0,2,5824.957
2011,3,12,11,38,0,2,5824.956
2011,3,12,11,37,0,2,5824.962
2011,3,12,11,36,0,2,5824.968
2011,3,12,11,35,0,2,5824.965
2011,3,12,11,34,0,2,5824.964
2011,3,12,11,33,0,2,5824.96
2011,3,12,11,32,0,2,5824.953
2011,3,12,11,31,0,2,5824.956
2011,3,12,11,30,0,2,5824.959
2011,3,12,11,30,0,1,9999
2011,3,12,11,29,0,2,5824.959
2011,3,12,11,28,0,2,5824.953
2011,3,12,11,27,0,2,5824.955
2011,3,12,11,26,0,2,5824.954
2011,3,12,11,25,0,2,5824.951
2011,3,12,11,24,0,2,5824.956
2011,3,12,11,23,0,2,5824.959
2011,3,12,11,22,0,2,5824.965
2011,3,12,11,21,0,2,5824.966
2011,3,12,11,20,0,2,5824.96
2011,3,12,11,19,0,2,5824.955
2011,3,12,11,18,0,2,5824.95
2011,3,12,11,17,0,2,5824.953
2011,3,12,11,16,0,2,5824.944
2011,3,12,11,15,0,2,5824.935
2011,3,12,11,15,0,1,9999
2011,3,12,11,14,0,2,5824.939
2011,3,12,11,13,0,2,5824.94
2011,3,12,11,12,0,2,5824.933
2011,3,12,11,11,0,2,5824.936
2011,3,12,11,10,0,2,5824.938
2011,3,12,11,9,0,2,5824.936
2011,3,12,11,8,0,2,5824.936
2011,3,12,11,7,0,2,5824.926
2011,3,12,11,6,0,2,5824.925
2011,3,12,11,5,0,2,5824.932
2011,3,12,11,4,0,2,5824.929
2011,3,12,11,3,0,2,5824.929
2011,3,12,11,2,0,2,5824.93
2011,3,12,11,1,0,2,5824.929
2011,3,12,11,0,0,2,5824.931
2011,3,12,11,0,0,1,9999
2011,3,12,10,59,0,2,5824.935
2011,3,12,10,58,0,2,5824.934
2011,3,12,10,57,0,2,5824.936
2011,3,12,10,56,0,2,5824.941
2011,3,12,10,55,0,2,5824.942
2011,3,12,10,54,0,2,5824.944
2011,3,12,10,53,0,2,5824.943
2011,3,12,10,52,0,2,5824.946
2011,3,12,10,51,0,2,5824.945
2011,3,12,10,50,0,2,5824.937
2011,3,12,10,49,0,2,5824.935
2011,3,12,10,48,0,2,5824.944
2011,3,12,10,47,0,2,5824.944
2011,3,12,10,46,0,2,5824.944
2011,3,12,10,45,0,2,5824.946
2011,3,12,10,45,0,1,9999
2011,3,12,10,44,0,2,5824.944
2011,3,12,10,43,0,2,5824.945
2011,3,12,10,42,0,2,5824.954
2011,3,12,10,41,0,2,5824.955
2011,3,12,10,40,0,2,5824.947
2011,3,12,10,39,0,2,5824.95
2011,3,12,10,38,0,2,5824.95
2011,3,12,10,37,0,2,5824.951
2011,3,12,10,36,0,2,5824.953
2011,3,12,10,35,0,2,5824.96
2011,3,12,10,34,0,2,5824.969
2011,3,12,10,33,0,2,5824.968
2011,3,12,10,32,0,2,5824.961
2011,3,12,10,31,0,2,5824.953
2011,3,12,10,30,0,2,5824.95
2011,3,12,10,30,0,1,9999
2011,3,12,10,29,0,2,5824.95
2011,3,12,10,28,0,2,5824.958
2011,3,12,10,27,0,2,5824.957
2011,3,12,10,26,0,2,5824.955
2011,3,12,10,25,0,2,5824.958
2011,3,12,10,24,0,2,5824.959
2011,3,12,10,23,0,2,5824.955
2011,3,12,10,22,0,2,5824.949
2011,3,12,10,21,0,2,5824.946
2011,3,12,10,20,0,2,5824.952
2011,3,12,10,19,0,2,5824.955
2011,3,12,10,18,0,2,5824.958
2011,3,12,10,17,0,2,5824.955
2011,3,12,10,16,0,2,5824.951
2011,3,12,10,15,0,2,5824.944
2011,3,12,10,15,0,1,9999
2011,3,12,10,14,0,2,5824.937
2011,3,12,10,13,0,2,5824.936
2011,3,12,10,12,0,2,5824.936
2011,3,12,10,11,0,2,5824.939
2011,3,12,10,10,0,2,5824.93
2011,3,12,10,9,0,2,5824.921
2011,3,12,10,8,0,2,5824.925
2011,3,12,10,7,0,2,5824.926
2011,3,12,10,6,0,2,5824.924
2011,3,12,10,5,0,2,5824.923
2011,3,12,10,4,0,2,5824.917
2011,3,12,10,3,0,2,5824.911
2011,3,12,10,2,0,2,5824.909
2011,3,12,10,1,0,2,5824.909
2011,3,12,10,0,0,2,5824.912
2011,3,12,10,0,0,1,9999
2011,3,12,9,59,0,2,5824.908
2011,3,12,9,58,0,2,5824.912
2011,3,12,9,57,0,2,5824.925
2011,3,12,9,56,0,2,5824.93
2011,3,12,9,55,0,2,5824.925
2011,3,12,9,54,0,2,5824.929
2011,3,12,9,53,0,2,5824.927
2011,3,12,9,52,0,2,5824.922
2011,3,12,9,51,0,2,5824.916
2011,3,12,9,50,0,2,5824.914
2011,3,12,9,49,0,2,5824.915
2011,3,12,9,48,0,2,5824.911
2011,3,12,9,47,0,2,5824.914
2011,3,12,9,46,0,2,5824.913
2011,3,12,9,45,0,2,5824.913
2011,3,12,9,45,0,1,9999
2011,3,12,9,44,0,2,5824.91
2011,3,12,9,43,0,2,5824.909
2011,3,12,9,42,0,2,5824.918
2011,3,12,9,41,0,2,5824.925
2011,3,12,9,40,0,2,5824.917
2011,3,12,9,39,0,2,5824.911
2011,3,12,9,38,0,2,5824.905
2011,3,12,9,37,0,2,5824.901
2011,3,12,9,36,0,2,5824.908
2011,3,12,9,35,0,2,5824.918
2011,3,12,9,34,0,2,5824.915
2011,3,12,9,33,0,2,5824.916
2011,3,12,9,32,0,2,5824.921
2011,3,12,9,31,0,2,5824.921
2011,3,12,9,30,0,2,5824.922
2011,3,12,9,30,0,1,9999
2011,3,12,9,29,0,2,5824.922
2011,3,12,9,28,0,2,5824.921
2011,3,12,9,27,0,2,5824.923
2011,3,12,9,26,0,2,5824.921
2011,3,12,9,25,0,2,5824.915
2011,3,12,9,24,0,2,5824.912
2011,3,12,9,23,0,2,5824.915
2011,3,12,9,22,0,2,5824.916
2011,3,12,9,21,0,2,5824.909
2011,3,12,9,20,0,2,5824.901
2011,3,12,9,19,0,2,5824.911
2011,3,12,9,18,0,2,5824.913
2011,3,12,9,17,0,2,5824.916
2011,3,12,9,16,0,2,5824.922
2011,3,12,9,15,0,2,5824.924
2011,3,12,9,15,0,1,9999
2011,3,12,9,14,0,2,5824.924
2011,3,12,9,13,0,2,5824.922
2011,3,12,9,12,0,2,5824.919
2011,3,12,9,11,0,2,5824.912
2011,3,12,9,10,0,2,5824.899
2011,3,12,9,9,0,2,5824.89
2011,3,12,9,8,0,2,5824.884
2011,3,12,9,7,0,2,5824.881
2011,3,12,9,6,0,2,5824.882
2011,3,12,9,5,0,2,5824.879
2011,3,12,9,4,0,2,5824.877
2011,3,12,9,3,0,2,5824.873
2011,3,12,9,2,0,2,5824.868
2011,3,12,9,1,0,2,5824.872
2011,3,12,9,0,0,2,5824.878
2011,3,12,9,0,0,1,9999
2011,3,12,8,59,0,2,5824.88
2011,3,12,8,58,0,2,5824.884
2011,3,12,8,57,0,2,5824.883
2011,3,12,8,56,0,2,5824.888
2011,3,12,8,55,0,2,5824.889
2011,3,12,8,54,0,2,5824.885
2011,3,12,8,53,0,2,5824.886
2011,3,12,8,52,0,2,5824.884
2011,3,12,8,51,0,2,5824.879
2011,3,12,8,50,0,2,5824.879
2011,3,12,8,49,0,2,5824.875
2011,3,12,8,48,0,2,5824.87
2011,3,12,8,47,0,2,5824.868
2011,3,12,8,46,0,2,5824.857
2011,3,12,8,45,0,2,5824.857
2011,3,12,8,45,0,1,9999
2011,3,12,8,44,0,2,5824.864
2011,3,12,8,43,0,2,5824.86
2011,3,12,8,42,0,2,5824.86
2011,3,12,8,41,0,2,5824.859
2011,3,12,8,40,0,2,5824.859
2011,3,12,8,39,0,2,5824.864
2011,3,12,8,38,0,2,5824.872
2011,3,12,8,37,0,2,5824.875
2011,3,12,8,36,0,2,5824.869
2011,3,12,8,35,0,2,5824.87
2011,3,12,8,34,0,2,5824.877
2011,3,12,8,33,0,2,5824.878
2011,3,12,8,32,0,2,5824.873
2011,3,12,8,31,0,2,5824.864
2011,3,12,8,30,0,2,5824.856
2011,3,12,8,30,0,1,9999
2011,3,12,8,29,0,2,5824.854
2011,3,12,8,28,0,2,5824.856
2011,3,12,8,27,0,2,5824.852
2011,3,12,8,26,0,2,5824.85
2011,3,12,8,25,0,2,5824.853
2011,3,12,8,24,0,2,5824.846
2011,3,12,8,23,0,2,5824.844
2011,3,12,8,22,0,2,5824.847
2011,3,12,8,21,0,2,5824.844
2011,3,12,8,20,0,2,5824.843
2011,3,12,8,19,0,2,5824.851
2011,3,12,8,18,0,2,5824.846
2011,3,12,8,17,0,2,5824.842
2011,3,12,8,16,0,2,5824.839
2011,3,12,8,15,0,2,5824.835
2011,3,12,8,15,0,1,9999
2011,3,12,8,14,0,2,5824.84
2011,3,12,8,13,0,2,5824.847
2011,3,12,8,12,0,2,5824.853
2011,3,12,8,11,0,2,5824.853
2011,3,12,8,10,0,2,5824.858
2011,3,12,8,9,0,2,5824.865
2011,3,12,8,8,0,2,5824.865
2011,3,12,8,7,0,2,5824.856
2011,3,12,8,6,0,2,5824.851
2011,3,12,8,5,0,2,5824.85
2011,3,12,8,4,0,2,5824.853
2011,3,12,8,3,0,2,5824.838
2011,3,12,8,2,0,2,5824.821
2011,3,12,8,1,0,2,5824.813
2011,3,12,8,0,0,2,5824.815
2011,3,12,8,0,0,1,9999
2011,3,12,7,59,0,2,5824.809
2011,3,12,7,58,0,2,5824.808
2011,3,12,7,57,0,2,5824.813
2011,3,12,7,56,0,2,5824.818
2011,3,12,7,55,0,2,5824.816
2011,3,12,7,54,0,2,5824.812
2011,3,12,7,53,0,2,5824.827
2011,3,12,7,52,0,2,5824.832
2011,3,12,7,51,0,2,5824.823
2011,3,12,7,50,0,2,5824.833
2011,3,12,7,49,0,2,5824.832
2011,3,12,7,48,0,2,5824.822
2011,3,12,7,47,0,2,5824.823
2011,3,12,7,46,0,2,5824.824
2011,3,12,7,45,0,2,5824.814
2011,3,12,7,45,0,1,9999
2011,3,12,7,44,0,2,5824.806
2011,3,12,7,43,0,2,5824.808
2011,3,12,7,42,0,2,5824.806
2011,3,12,7,41,0,2,5824.808
2011,3,12,7,40,0,2,5824.809
2011,3,12,7,39,0,2,5824.81
2011,3,12,7,38,0,2,5824.813
2011,3,12,7,37,0,2,5824.815
2011,3,12,7,36,0,2,5824.814
2011,3,12,7,35,0,2,5824.815
2011,3,12,7,34,0,2,5824.815
2011,3,12,7,33,0,2,5824.808
2011,3,12,7,32,0,2,5824.804
2011,3,12,7,31,0,2,5824.8
2011,3,12,7,30,0,2,5824.788
2011,3,12,7,30,0,1,9999
2011,3,12,7,29,0,2,5824.787
2011,3,12,7,28,0,2,5824.794
2011,3,12,7,27,0,2,5824.801
2011,3,12,7,26,0,2,5824.803
2011,3,12,7,25,0,2,5824.805
2011,3,12,7,24,0,2,5824.81
2011,3,12,7,23,0,2,5824.804
2011,3,12,7,22,0,2,5824.801
2011,3,12,7,21,0,2,5824.801
2011,3,12,7,20,0,2,5824.809
2011,3,12,7,19,0,2,5824.812
2011,3,12,7,18,0,2,5824.804
2011,3,12,7,17,0,2,5824.802
2011,3,12,7,16,0,2,5824.81
2011,3,12,7,15,0,2,5824.808
2011,3,12,7,15,0,1,9999
2011,3,12,7,14,0,2,5824.813
2011,3,12,7,13,0,2,5824.814
2011,3,12,7,12,0,2,5824.806
2011,3,12,7,11,0,2,5824.81
2011,3,12,7,10,0,2,5824.816
2011,3,12,7,9,0,2,5824.813
2011,3,12,7,8,0,2,5824.813
2011,3,12,7,7,0,2,5824.809
2011,3,12,7,6,0,2,5824.804
2011,3,12,7,5,0,2,5824.8
2011,3,12,7,4,0,2,5824.795
2011,3,12,7,3,0,2,5824.786
2011,3,12,7,2,0,2,5824.783
2011,3,12,7,1,0,2,5824.784
2011,3,12,7,0,0,2,5824.773
2011,3,12,7,0,0,1,9999
2011,3,12,6,59,0,2,5824.77
2011,3,12,6,58,0,2,5824.779
2011,3,12,6,57,0,2,5824.782
2011,3,12,6,56,0,2,5824.777
2011,3,12,6,55,0,2,5824.764
2011,3,12,6,54,0,2,5824.76
2011,3,12,6,53,0,2,5824.76
2011,3,12,6,52,0,2,5824.753
2011,3,12,6,51,0,2,5824.752
2011,3,12,6,50,0,2,5824.755
2011,3,12,6,49,0,2,5824.762
2011,3,12,6,48,0,2,5824.767
2011,3,12,6,47,0,2,5824.77
2011,3,12,6,46,0,2,5824.772
2011,3,12,6,45,0,2,5824.77
2011,3,12,6,45,0,1,9999
2011,3,12,6,44,0,2,5824.765
2011,3,12,6,43,0,2,5824.768
2011,3,12,6,42,0,2,5824.77
2011,3,12,6,41,0,2,5824.771
2011,3,12,6,40,0,2,5824.772
2011,3,12,6,39,0,2,5824.768
2011,3,12,6,38,0,2,5824.76
2011,3,12,6,37,0,2,5824.757
2011,3,12,6,36,0,2,5824.748
2011,3,12,6,35,0,2,5824.743
2011,3,12,6,34,0,2,5824.747
2011,3,12,6,33,0,2,5824.747
2011,3,12,6,32,0,2,5824.753
2011,3,12,6,31,0,2,5824.756
2011,3,12,6,30,0,2,5824.755
2011,3,12,6,30,0,1,9999
2011,3,12,6,29,0,2,5824.751
2011,3,12,6,28,0,2,5824.75
2011,3,12,6,27,0,2,5824.753
2011,3,12,6,26,0,2,5824.76
2011,3,12,6,25,0,2,5824.766
2011,3,12,6,24,0,2,5824.767
2011,3,12,6,23,0,2,5824.766
2011,3,12,6,22,0,2,5824.774
2011,3,12,6,21,0,2,5824.781
2011,3,12,6,20,0,2,5824.775
2011,3,12,6,19,0,2,5824.768
2011,3,12,6,18,0,2,5824.766
2011,3,12,6,17,0,2,5824.766
2011,3,12,6,16,0,2,5824.764
2011,3,12,6,15,0,2,5824.762
2011,3,12,6,15,0,1,9999
2011,3,12,6,14,0,2,5824.769
2011,3,12,6,13,0,2,5824.774
2011,3,12,6,12,0,2,5824.776
2011,3,12,6,11,0,2,5824.766
2011,3,12,6,10,0,2,5824.768
2011,3,12,6,9,0,2,5824.766
2011,3,12,6,8,0,2,5824.767
2011,3,12,6,7,0,2,5824.769
2011,3,12,6,6,0,2,5824.77
2011,3,12,6,5,0,2,5824.767
2011,3,12,6,4,0,2,5824.758
2011,3,12,6,3,0,2,5824.751
2011,3,12,6,2,0,2,5824.753
2011,3,12,6,1,0,2,5824.741
2011,3,12,6,0,0,2,5824.733
2011,3,12,6,0,0,1,9999
2011,3,12,5,59,0,2,5824.727
2011,3,12,5,58,0,2,5824.722
2011,3,12,5,57,0,2,5824.729
2011,3,12,5,56,0,2,5824.732
2011,3,12,5,55,0,2,5824.725
2011,3,12,5,54,0,2,5824.729
2011,3,12,5,53,0,2,5824.734
2011,3,12,5,52,0,2,5824.737
2011,3,12,5,51,0,2,5824.734
2011,3,12,5,50,0,2,5824.734
2011,3,12,5,49,0,2,5824.729
2011,3,12,5,48,0,2,5824.733
